00045,77260048,병장,김범미,2021-09-10,010-9911-0319,1996-01-16
00046,77260049,병장,차지정,2020-08-07,010-5449-1833,1995-12-18
00047,77260050,이병,임훈현,2020-11-11,010-5092-8207,1999-01-25
00048,77260051,이병,남다연,2019-05-21,010-2741-6985,1994-01-26
00049,77260052,이병,차민미,2019-09-23,010-9380-7154,1999-06-17
00050,77260053,일병,사영연,2020-03-24,010-0765-8867,1995-08-01
00051,77260054,상병,음기용,2020-08-21,010-4473-8898,1998-08-28
00052,77260055,일병,선영정,2020-10-28,010-7708-3659,1994-10-27
00053,77260056,일병,구영경,2020-04-23,010-7572-5748,1994-08-24
00054,77260057,이병,왕은섭,2021-02-25,010-8443-9484,1999-04-16
00055,77260058,상병,변채지,2020-03-28,010-5993-9963,1998-09-26
00056,77260059,일병,손윤민,2020-03-14,010-5953-9450,1996-02-10
00057,77260060,일병,최소민,2019-08-05,010-0368-4940,1998-01-17
00058,77260061,이병,제영호,2019-07-09,010-9094-1125,1998-11-13
00059,77260062,병장,봉민하,2019-03-22,010-9097-4870,1996-09-07
00060,77260063,일병,윤환용,2020-06-20,010-7081-9735,1994-07-14
00061,77260064,상병,고성란,2020-09-12,010-4772-5311,1995-08-21
00062,77260065,병장,석소주,2020-06-06,010-1719-4775,1999-07-25
00063,77260066,일병,지은현,2019-08-11,010-3268-5489,1998-10-25
00064,77260067,병장,원지석,2020-03-08,010-5300-1270,1994-08-10
00065,77260068,일병,빈영수,2019-01-18,010-7322-9281,1994-01-04
00066,77260069,이병,가채란,2021-12-03,010-2218-6341,1999-01-02
00067,77260070,병장,두소하,2020-06-23,010-5096-0448,1994-01-01
00068,77260071,상병,손주기,2019-12-18,010-0066-9076,1999-06-26
00069,77260072,일병,공용경,2019-07-05,010-7543-7300,1996-10-25
00070,77260073,병장,계훈감,2020-06-05,010-3081-5629,1999-05-20
00071,77260074,상병,남지연,2020-11-24,010-9744-2854,1999-03-24
00072,77260075,상병,변동현,2020-07-06,010-2427-3192,1994-08-02
00073,77260076,병장,봉주훈,2020-11-13,010-0523-0698,1999-06-05
00074,77260077,이병,조기소,2019-02-28,010-8664-9183,1998-08-28
00075,77260078,병장,신식용,2019-08-07,010-3176-6692,1995-10-27
00076,77260079,병장,엄문지,2020-11-22,010-4583-6306,1999-02-06
00077,77260080,이병,금미채,2020-05-26,010-9532-2202,1999-09-23
00078,77260081,병장,송용연,2021-10-04,010-6511-8306,1999-03-14
00079,77260082,상병,진석민,2020-06-16,010-2939-2139,1994-03-15
00080,77260083,상병,조현정,2021-11-26,010-8050-6404,1996-11-12
00081,77260084,이병,음용문,2019-09-25,010-2123-5364,1999-04-05
00082,77260085,일병,유지환,2021-02-27,010-2750-3302,2000-07-08
00083,77260086,이병,추감수,2019-10-24,010-2039-2192,1999-04-10
00084,77260087,병장,방정현,2019-05-20,010-3581-2142,1997-12-13
00085,77260088,일병,배채훈,2019-09-08,010-7900-1337,1997-04-09
00086,77260089,상병,여현란,2020-02-18,010-1874-0712,1996-01-24
00087,77260090,병장,국미동,2019-09-20,010-7293-4763,1995-01-11
00088,77260091,일병,제정민,2021-03-18,010-1471-3594,1999-11-20
00089,77260092,상병,문동윤,2021-10-16,010-9233-2135,2000-12-25
00090,77260093,일병,신경영,2020-05-25,010-5915-4396,1995-01-05
00091,77260094,병장,장정영,2020-12-13,010-6472-0710,1998-04-17
00092,77260095,상병,소범감,2020-05-05,010-2106-2822,2000-11-13
00093,77260096,이병,하영문,2020-05-20,010-9256-6829,1998-09-23
00094,77260097,병장,빈동동,2021-02-06,010-1938-1721,1995-08-02
00095,77260098,상병,엄채용,2020-09-07,010-8442-9727,1997-02-03
00096,77260099,이병,제미용,2021-05-09,010-6947-4639,1998-08-22
00097,77260100,병장,하윤채,2019-11-04,010-0615-2284,1994-07-21
00098,77260101,일병,남채다,2021-07-23,010-5149-6790,1998-07-17
00099,77260102,이병,진호영,2021-04-04,010-6376-2275,1999-05-01
00100,77260103,이병,변은섭,2021-04-09,010-8720-2419,1996-01-20
00101,77260104,상병,가다성,2021-04-04,010-0545-7775,1995-11-21
00102,77260105,병장,부식채,2020-01-22,010-6511-1693,1998-08-21
00103,77260106,이병,강채하,2019-05-07,010-6129-5544,1998-10-17
00104,77260107,이병,차아채,2019-07-22,010-6099-8730,1994-12-19
00105,77260108,이병,조석솜,2020-04-25,010-9234-1485,1996-04-21
00106,77260109,이병,구식경,2020-04-09,010-4173-5639,1997-05-08
00107,77260110,상병,오기종,2021-08-03,010-6198-8165,1997-02-07
00108,77260111,이병,부경정,2020-11-21,010-3470-0490,1999-06-13
00109,77260112,이병,장소은,2020-01-21,010-8507-1710,2000-12-20
00110,77260113,일병,송윤채,2019-05-12,010-7756-3833,1995-06-05
00111,77260114,병장,반용현,2020-01-28,010-2006-4152,2000-02-14
00112,77260115,병장,계수경,2019-08-19,010-7194-5464,1996-10-27
00113,77260116,일병,빈영감,2020-09-20,010-3982-4244,1999-10-15
00114,77260117,상병,조미환,2020-10-27,010-6007-2592,1994-01-02
00115,77260118,이병,진용지,2020-07-02,010-0840-9987,1995-04-23
00116,77260119,병장,최감기,2020-11-22,010-3857-8357,1998-08-12
00117,77260120,병장,노기창,2019-02-03,010-8036-1041,1995-07-09
00118,77260121,일병,변아석,2021-03-03,010-1737-2109,1997-02-10
00119,77260122,상병,선섭채,2020-08-22,010-6780-8448,2000-06-20
00120,77260123,병장,소경현,2021-11-10,010-6388-7133,1996-03-11
00121,77260124,이병,사수하,2019-04-16,010-3278-1867,1998-02-18
00122,77260125,병장,모기현,2019-12-04,010-0930-4025,1995-10-12
00123,77260126,병장,노감영,2021-07-27,010-0966-0795,1997-04-18
00124,77260127,이병,표정하,2020-02-02,010-4347-0719,1994-08-25
00125,77260128,이병,빈현문,2019-01-17,010-2845-9814,1994-05-15
00126,77260129,상병,목현윤,2021-04-05,010-7761-2543,1997-09-14
00127,77260130,상병,태용영,2020-08-26,010-2677-2792,1995-03-14
00128,77260131,상병,편범감,2020-05-06,010-6588-3869,1999-06-11
00129,77260132,병장,국정란,2021-05-16,010-7428-5381,1999-04-08
00130,77260133,상병,신수연,2021-07-17,010-5157-9942,1997-06-11
00131,77260134,일병,지영창,2020-12-15,010-9727-6851,2000-06-25
00132,77260135,이병,태경종,2021-08-01,010-6325-1393,1996-02-04
00133,77260136,상병,경정감,2021-05-18,010-1942-9436,1994-03-16
00134,77260137,상병,신정현,2020-08-14,010-6252-0363,1997-06-17
00135,77260138,병장,라용범,2019-10-06,010-3250-6097,1997-01-11
00136,77260139,일병,범영성,2020-02-22,010-1586-2902,1998-10-17
00137,77260140,상병,최소솜,2020-08-26,010-8113-4978,1997-06-24
00138,77260141,일병,고현현,2020-12-17,010-6511-3840,2000-03-07
00139,77260142,상병,기주동,2019-06-27,010-0624-0110,1999-10-27
00140,77260143,상병,마범채,2021-02-01,010-0371-0468,1997-12-18
00141,77260144,일병,라현채,2021-05-20,010-8661-9107,1999-05-23
00142,77260145,상병,남하영,2020-01-02,010-4110-4269,1996-04-26
00143,77260146,이병,고솜현,2020-01-11,010-9099-0989,1997-06-08
00144,77260147,상병,감채영,2020-04-28,010-1091-9238,1994-10-15
00145,77260148,이병,우정민,2020-06-17,010-5808-1548,1996-06-27
00146,77260149,이병,천섭영,2019-11-03,010-6887-4936,1999-04-24
00147,77260150,일병,봉범영,2020-02-12,010-4146-9602,1997-10-01
00148,77260151,일병,고기식,2021-04-27,010-7725-8826,2000-01-28
00149,77260152,상병,강하호,2019-07-07,010-2845-2308,1996-04-10
00150,77260153,이병,조하동,2021-09-06,010-1252-7780,1994-10-28
00151,77260154,이병,추정지,2021-06-25,010-4157-5443,1995-03-02
00152,77260155,일병,표종문,2021-02-19,010-2764-0558,1995-12-19
00153,77260156,병장,용영경,2020-11-15,010-4303-9317,1996-11-18
00154,77260157,일병,원문란,2020-12-21,010-5077-2549,2000-07-11
00155,77260158,일병,노솜영,2019-12-04,010-4043-8730,1995-12-16
00156,77260159,상병,박훈소,2021-07-12,010-7026-5144,2000-11-18
00157,77260160,일병,변용민,2019-05-23,010-7009-3271,1994-04-17
00158,77260161,병장,염범현,2019-02-07,010-9167-3225,1999-09-05
00159,77260162,상병,정채윤,2019-02-14,010-9441-6771,1997-05-20
00160,77260163,이병,연란하,2021-08-16,010-3338-7258,2000-05-18
00161,77260164,일병,정문경,2020-03-14,010-9254-7988,1996-07-09
00162,77260165,병장,손기문,2020-09-18,010-0721-4157,1999-04-16
00163,77260166,병장,장영다,2020-05-19,010-9320-1894,1999-11-28
00164,77260167,일병,정훈기,2019-10-21,010-0997-6525,1996-08-28
00165,77260168,이병,사영현,2021-03-05,010-2475-4565,1998-09-28
00166,77260169,상병,곽문성,2019-09-24,010-7129-4992,2000-08-28
00167,77260170,병장,태다영,2020-08-28,010-7367-1986,1997-05-12
00168,77260171,이병,전용식,2019-05-27,010-9458-5349,2000-10-16
00169,77260172,병장,배솜현,2021-08-05,010-8969-2941,1994-10-16
00170,77260173,일병,사채동,2021-09-11,010-8726-3837,1998-11-16
00171,77260174,상병,하다영,2020-02-10,010-9739-9869,1994-10-02
00172,77260175,상병,임연환,2020-01-21,010-6106-1630,1994-04-08
00173,77260176,이병,빈호채,2019-01-18,010-7897-9926,1997-01-08
00174,77260177,상병,주용지,2020-06-23,010-7372-1243,1996-03-23
00175,77260178,이병,여지채,2020-11-18,010-2485-3626,1997-02-23
00176,77260179,병장,함범정,2021-11-10,010-4230-3737,1998-04-28
00177,77260180,상병,동윤채,2021-10-19,010-6272-2905,2000-04-25
00178,77260181,이병,맹다정,2020-01-13,010-3094-1062,1998-01-24
00179,77260182,상병,선범훈,2020-03-01,010-0147-9236,1995-07-15
00180,77260183,병장,진기식,2019-08-02,010-4252-4398,1997-12-17
00181,77260184,일병,방채종,2021-08-25,010-7290-5277,1999-03-10
00182,77260185,일병,진정정,2019-04-16,010-2065-5016,1995-02-17
00183,77260186,병장,여정연,2021-10-27,010-3941-2318,1996-10-15
00184,77260187,상병,함용다,2021-03-08,010-1289-2439,1997-06-09
00185,77260188,상병,피미하,2020-09-15,010-2246-5541,1997-02-23
00186,77260189,병장,제지채,2021-01-09,010-6224-0888,1995-04-24
00187,77260190,병장,마석다,2020-07-22,010-8659-4534,1995-05-02
00188,77260191,일병,신솜경,2020-07-23,010-3583-9365,1997-11-08
00189,77260192,이병,류감아,2020-01-08,010-0551-8940,2000-09-09
00190,77260193,이병,방란영,2019-06-15,010-3048-0906,1998-05-20
00191,77260194,병장,라영종,2019-09-13,010-9430-8160,2000-03-27
00192,77260195,이병,마민주,2019-03-19,010-6249-8525,1994-10-26
00193,77260196,이병,여호영,2020-10-13,010-9504-2500,1998-01-08
00194,77260197,이병,백솜성,2021-11-05,010-0630-7238,1997-05-12
00195,77260198,이병,탁하섭,2019-05-22,010-3716-6743,2000-06-24
00196,77260199,이병,서호용,2019-08-18,010-9193-9195,1997-12-14
00197,77260200,병장,육영하,2020-12-10,010-8254-7535,1995-02-15
00198,77260201,이병,맹섭연,2020-07-09,010-9757-3627,1994-06-26
00199,77260202,상병,탁은창,2019-05-10,010-3113-8916,1997-05-02
00200,77260203,일병,변경은,2021-06-05,010-2116-5618,1994-08-24
00201,77260204,상병,노다소,2021-01-10,010-3849-8714,1998-08-11
00202,77260205,이병,정감섭,2021-11-24,010-2879-7221,1995-12-17
00203,77260206,병장,류석경,2021-08-26,010-2096-1359,1999-08-22
00204,77260207,일병,변감아,2020-10-22,010-9180-1059,1995-05-19
00205,77260208,상병,온지동,2019-05-13,010-7638-7816,1997-08-27
00206,77260209,일병,성윤식,2020-04-19,010-4601-3018,1997-04-07
00207,77260210,병장,추현영,2019-11-25,010-1973-3586,1998-02-21
00208,77260211,상병,유동범,2021-09-17,010-9204-3829,1998-12-19
00209,77260212,일병,주호정,2021-03-16,010-4296-3930,1997-06-25
00210,77260213,일병,진우주,2020-08-18,010-0532-8816,1994-11-24
00211,77260214,상병,장수다,2021-01-06,010-0517-9227,2000-10-05
00212,77260215,상병,국식지,2020-11-09,010-0570-2806,1994-09-11
00213,77260216,상병,연아기,2021-02-04,010-0774-0372,1997-02-15
00214,77260217,일병,라영석,2020-09-28,010-4007-8183,1997-09-28
00215,77260218,상병,황은우,2020-12-17,010-9338-7454,1998-08-21
00216,77260219,병장,석영란,2019-04-22,010-2449-5525,1996-02-24
00217,77260220,병장,금석채,2019-12-04,010-5810-3046,1998-08-07
00218,77260221,상병,인동현,2020-04-19,010-7683-8179,1997-12-20
00219,77260222,상병,손연현,2020-05-22,010-0202-0028,1996-11-12
00220,77260223,이병,석현소,2020-02-26,010-2049-2524,2000-01-28
00221,77260224,상병,제미하,2021-10-14,010-5788-8624,2000-05-07
00222,77260225,일병,사수소,2020-11-26,010-5513-4129,2000-04-26
00223,77260226,병장,임문영,2021-06-27,010-4460-8490,1994-10-06
00224,77260227,이병,홍연지,2020-09-10,010-3492-2653,1994-05-11
00225,77260228,이병,김종성,2020-09-26,010-5707-9117,1997-10-01
00226,77260229,일병,임식용,2019-11-11,010-1670-4724,1997-02-07
00227,77260230,이병,선경영,2021-11-01,010-8336-7686,1995-12-08
00228,77260231,이병,장채미,2019-05-16,010-6640-4030,1996-10-05
00229,77260232,병장,동지지,2019-09-08,010-3414-4094,1994-10-16
00230,77260233,이병,양하석,2019-02-25,010-5522-6573,1999-12-04
00231,77260234,병장,류기동,2019-12-03,010-1303-2847,1997-07-12
00232,77260235,병장,배정윤,2019-02-27,010-9149-0566,1994-10-05
00233,77260236,병장,정현소,2021-10-16,010-1500-4482,1999-01-28
00234,77260237,일병,김현다,2019-01-20,010-2405-5152,1999-04-05
00235,77260238,병장,피란란,2021-09-08,010-2844-1471,1999-10-14
00236,77260239,상병,양영훈,2021-03-12,010-9520-6201,1994-08-11
00237,77260240,일병,경채감,2019-06-18,010-6999-5259,1996-05-13
00238,77260241,이병,구다동,2019-07-09,010-7251-6316,1998-10-27
00239,77260242,상병,오문훈,2020-06-03,010-2984-6366,1997-04-12
00240,77260243,상병,류현하,2021-06-13,010-2914-6735,1995-09-10
00241,77260244,이병,전아섭,2020-04-05,010-3107-9550,1996-09-12
00242,77260245,이병,진석다,2021-12-09,010-2992-7580,1999-12-23
00243,77260246,상병,손미환,2020-07-19,010-7855-1250,1996-01-03
00244,77260247,이병,봉하호,2019-01-25,010-3976-6825,1998-11-23
00245,77260248,이병,경은현,2019-11-01,010-4082-6405,1995-11-27
00246,77260249,일병,빈감영,2021-07-27,010-9800-3452,1995-09-23
00247,77260250,이병,구다연,2019-08-18,010-7683-5878,1994-12-23
00248,77260251,상병,진란윤,2020-04-05,010-3519-8309,1994-12-11
00249,77260252,일병,진종호,2020-11-23,010-0947-5911,1998-04-21
00250,77260253,상병,부다훈,2021-03-08,010-7091-8187,1996-04-12
00251,77260254,상병,기영하,2019-01-03,010-4198-8987,1994-09-02
00252,77260255,상병,최채아,2020-08-26,010-2604-0416,2000-05-04
00253,77260256,병장,임란용,2019-10-13,010-1391-1650,1998-12-12
00254,77260257,이병,은경경,2019-01-16,010-4205-9542,1994-04-14
00255,77260258,상병,장주란,2019-06-02,010-6054-0968,1995-02-01
00256,77260259,병장,원용다,2021-09-06,010-4304-3390,1996-09-21
00257,77260260,이병,유영지,2020-03-01,010-5918-6579,1997-09-17
00258,77260261,이병,여종용,2021-04-04,010-5866-5341,2000-11-22
00259,77260262,이병,양섭용,2020-07-27,010-0074-9427,1995-08-08
00260,77260263,이병,도은란,2019-01-26,010-8143-1095,1997-01-17
00261,77260264,상병,허환지,2021-07-04,010-1784-4396,1999-04-27
00262,77260265,상병,권호다,2020-06-11,010-2597-8754,1999-01-04
00263,77260266,상병,임정현,2021-06-17,010-4853-5500,1998-12-10
00264,77260267,상병,정감훈,2020-06-18,010-4324-0711,1998-11-07
00265,77260268,일병,주용용,2021-11-16,010-2147-4866,1994-01-03
00266,77260269,상병,기범창,2021-02-02,010-1439-9695,2000-08-05
00267,77260270,병장,구영수,2021-08-15,010-8832-5060,1994-12-19
00268,77260271,일병,경훈지,2020-11-10,010-7082-9150,1997-09-12
00269,77260272,병장,추창다,2019-02-12,010-1896-2338,1998-05-04
00270,77260273,상병,홍훈윤,2020-04-14,010-6769-3064,1998-07-09
00271,77260274,병장,모민지,2019-03-25,010-6933-4866,1999-06-07
00272,77260275,이병,용감채,2019-10-05,010-9785-4144,1996-04-11
00273,77260276,병장,황은연,2020-08-25,010-2984-4496,1996-04-16
00274,77260277,일병,남란종,2021-02-07,010-5292-5350,1995-09-17
00275,77260278,이병,오영수,2020-02-15,010-5250-9048,1994-01-17
00276,77260279,이병,서훈동,2020-11-09,010-4660-3855,1995-07-19
00277,77260280,일병,육다아,2021-09-08,010-2080-2303,1999-02-25
00278,77260281,병장,원용기,2019-05-08,010-2930-1842,1995-08-26
00279,77260282,이병,심영영,2019-10-03,010-4705-1242,2000-08-05
00280,77260283,일병,임소수,2019-03-04,010-6942-0652,1997-03-08
00281,77260284,상병,태동영,2021-10-16,010-2808-5754,1999-04-13
00282,77260285,이병,오식동,2021-12-28,010-6258-4376,1998-04-07
00283,77260286,병장,금하미,2021-06-27,010-0787-7775,1995-12-16
00284,77260287,병장,장문솜,2020-10-27,010-8877-2181,1995-03-10
00285,77260288,병장,박감영,2021-07-26,010-4641-0952,1997-09-22
00286,77260289,병장,경현우,2019-04-20,010-6232-1961,1996-06-22
00287,77260290,병장,피동주,2020-04-07,010-4864-3573,1998-06-12
00288,77260291,상병,여영호,2021-09-14,010-9188-4127,1996-07-20
00289,77260292,상병,노우섭,2020-06-09,010-0097-2304,2000-11-14
00290,77260293,이병,육은섭,2020-02-07,010-7521-4492,1998-08-03
00291,77260294,일병,목채솜,2021-02-17,010-2697-3967,1994-04-01
00292,77260295,상병,공범범,2020-08-28,010-5157-9675,2000-10-14
00293,77260296,병장,용식다,2020-05-10,010-5859-7145,1994-01-04
00294,77260297,이병,유채용,2020-04-08,010-8423-1065,1995-05-16
00295,77260298,일병,여소우,2019-09-21,010-3650-3208,1997-03-04
00296,77260299,상병,윤다문,2020-05-22,010-5638-4106,1999-09-23
00297,77260300,상병,호정아,2019-08-02,010-8648-6259,1996-04-16
00298,77260301,병장,유윤동,2019-07-03,010-5750-3631,1999-03-11
00299,77260302,이병,명채정,2019-08-09,010-5844-7707,1995-07-11
00300,77260303,이병,구지감,2021-06-09,010-3549-2707,1997-07-15
00301,77260304,일병,허창은,2021-11-24,010-6802-0034,2000-08-18
00302,77260305,이병,현훈동,2020-01-18,010-0788-5431,1998-03-18
00303,77260306,이병,고채솜,2021-05-15,010-9018-4921,1997-12-06
00304,77260307,상병,황연하,2019-06-06,010-2727-6151,1998-05-20
00305,77260308,병장,노기우,2019-05-09,010-9171-8988,1994-05-07
00306,77260309,이병,엄하다,2021-08-16,010-2991-6012,1998-09-10
00307,77260310,이병,인지감,2019-07-19,010-6606-9038,1997-09-23
00308,77260311,상병,온범석,2019-12-19,010-5704-7019,1999-05-09
00309,77260312,일병,신창영,2021-11-09,010-4747-7505,2000-04-06
00310,77260313,일병,조다민,2019-01-28,010-7262-5815,1998-10-23
00311,77260314,상병,송다용,2019-06-04,010-1353-4199,1999-09-15
00312,77260315,이병,홍정창,2021-06-24,010-9185-5762,1997-01-10
00313,77260316,병장,정은영,2019-09-26,010-0459-3648,1998-05-03
00314,77260317,일병,백다민,2019-06-06,010-2395-7295,1995-11-01
00315,77260318,병장,장미현,2021-02-07,010-3197-1098,1999-11-11
00316,77260319,병장,서채석,2021-10-20,010-8673-0831,1999-06-25
00317,77260320,이병,옥솜란,2019-08-01,010-0175-1039,1997-01-19
00318,77260321,이병,손미식,2019-08-27,010-5813-4892,1996-09-01
00319,77260322,이병,송호미,2019-04-25,010-6908-5602,1996-11-15
00320,77260323,상병,변미민,2019-12-03,010-8873-2424,1995-02-16
00321,77260324,이병,오정정,2021-01-23,010-6598-6086,1998-07-18
00322,77260325,이병,금창섭,2021-05-21,010-1495-8796,1995-04-28
00323,77260326,상병,맹훈연,2019-02-23,010-3786-7037,1994-04-01
00324,77260327,상병,강환문,2021-02-08,010-6978-8710,1997-12-08
00325,77260328,상병,문섭채,2021-02-01,010-5492-4245,2000-05-15
00326,77260329,병장,서민영,2019-06-15,010-3675-5133,1997-02-03
00327,77260330,이병,노정다,2019-10-22,010-2283-2553,1998-10-14
00328,77260331,이병,정소소,2019-07-06,010-9975-8128,2000-01-03
00329,77260332,일병,유현섭,2021-09-05,010-1916-5370,1998-01-11
00330,77260333,일병,지아채,2019-09-03,010-4046-0173,1997-06-24
00331,77260334,이병,채채연,2019-07-26,010-4263-5300,1996-03-23
00332,77260335,상병,연연은,2021-04-16,010-1584-3623,1997-03-26
00333,77260336,상병,계솜현,2020-08-18,010-7764-9570,1999-09-18
00334,77260337,상병,심다범,2019-12-16,010-4342-1661,1995-03-15
00335,77260338,병장,진환다,2019-10-24,010-1540-8320,1998-07-21
00336,77260339,이병,박동종,2019-05-15,010-9060-7761,1999-03-19
00337,77260340,이병,우종성,2020-07-16,010-6005-1676,1999-09-16
00338,77260341,이병,제주동,2019-04-07,010-0641-0881,1996-09-02
00339,77260342,일병,태민창,2020-02-10,010-6366-4059,1997-10-02
00340,77260343,상병,전민경,2020-07-16,010-0854-2964,1996-08-04
00341,77260344,이병,지채다,2020-08-03,010-1508-6002,1995-05-16
00342,77260345,상병,노란섭,2019-02-23,010-4526-0042,1996-12-23
00343,77260346,상병,안문윤,2021-01-20,010-2697-7347,1996-02-05
00344,77260347,이병,부란현,2020-07-24,010-5555-9716,1996-03-05
00345,77260348,병장,주윤정,2019-12-02,010-4161-0562,1996-02-08
00346,77260349,병장,곽현현,2021-05-23,010-5215-3535,1996-06-02
00347,77260350,병장,탁성주,2019-04-22,010-1807-1580,1998-11-13
00348,77260351,일병,석민현,2019-06-06,010-2314-4295,1999-06-25
00349,77260352,이병,빈현민,2021-04-22,010-5559-0692,2000-12-22
00350,77260353,일병,이현민,2020-09-24,010-9967-4517,1994-03-07
00351,77260354,일병,변미정,2020-10-14,010-6103-0901,1995-01-10
00352,77260355,이병,연연종,2019-03-17,010-8617-0459,1996-11-18
00353,77260356,이병,방용지,2020-01-06,010-9713-3396,1995-06-04
00354,77260357,상병,모종민,2020-01-21,010-9977-7592,1994-12-04
00355,77260358,상병,제은윤,2021-12-08,010-4023-3032,2000-10-14
00356,77260359,일병,백범경,2019-11-16,010-2377-8689,1999-08-19
00357,77260360,상병,봉하은,2020-12-14,010-5585-3151,2000-11-04
00358,77260361,이병,석종주,2019-02-13,010-9172-9502,1995-06-20
00359,77260362,병장,송식란,2020-02-14,010-2508-7813,1996-09-12
00360,77260363,이병,용성민,2019-04-19,010-2002-0415,1998-11-21
00361,77260364,이병,장민란,2019-02-26,010-8714-0479,1996-12-13
00362,77260365,상병,최아기,2021-01-05,010-0622-9030,2000-09-09
00363,77260366,일병,태경하,2021-08-11,010-9858-1636,1999-08-16
00364,77260367,이병,반호은,2019-05-20,010-9380-0203,1998-08-19
00365,77260368,병장,문현용,2019-05-05,010-9440-9638,1997-01-20
00366,77260369,일병,여호문,2019-12-04,010-3012-1291,1994-03-07
00367,77260370,일병,우하창,2019-01-09,010-6180-6077,1996-07-05
00368,77260371,이병,정윤미,2019-06-01,010-3095-2098,1996-11-15
00369,77260372,상병,어현용,2020-12-16,010-1773-9781,1998-03-06
00370,77260373,상병,육문창,2020-12-13,010-5172-3065,1999-04-05
00371,77260374,이병,동란지,2019-12-21,010-2487-8325,2000-04-08
00372,77260375,병장,손우기,2021-02-03,010-7152-1870,1999-09-27
00373,77260376,이병,전범현,2020-10-22,010-5328-5547,1996-01-24
00374,77260377,상병,모란은,2021-09-13,010-0502-2788,1997-02-15
00375,77260378,상병,모섭주,2019-05-08,010-0142-6534,1997-04-27
00376,77260379,병장,함식주,2020-12-22,010-4710-8081,1996-07-22
00377,77260380,이병,금식민,2020-07-24,010-3646-0187,1997-05-22
00378,77260381,병장,구감현,2019-09-22,010-5890-2977,1995-12-06
00379,77260382,상병,여정감,2021-04-05,010-0089-9152,1996-04-16
00380,77260383,상병,국용정,2020-04-08,010-2477-2997,1996-04-06
00381,77260384,일병,추미채,2021-01-12,010-2205-5930,1995-09-03
00382,77260385,일병,유수훈,2019-04-28,010-0697-8314,1998-08-09
00383,77260386,이병,소지다,2020-06-15,010-1954-0951,1996-07-13
00384,77260387,이병,최현동,2020-04-19,010-3925-1352,1994-02-04
00385,77260388,이병,이윤용,2021-12-03,010-8657-7384,2000-12-04
